Type,Source Database,ID,Name
Cell Line,CCLE,1509073.0,NCC010_KIDNEY
Cell Line,CCLE,906807.0,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,949158.0,ES1_BONE
Cell Line,CCLE,1240151.0,HS746T_STOMACH
Cell Line,CCLE,907069.0,HUCCT1_BILIARY_TRACT
Cell Line,CCLE,910702.0,ASPC1_PANCREAS
Cell Line,CCLE,905977.0,UACC257_SKIN
Cell Line,CCLE,753566.0,J82_URINARY_TRACT
Cell Line,CCLE,907276.0,KATOIII_STOMACH
Cell Line,CCLE,909735.0,SNGM_ENDOMETRIUM
Cell Line,CCLE,1240129.0,FUOV1_OVARY
Cell Line,CCLE,1303911.0,YMB1E_BREAST
Cell Line,CCLE,688027.0,NCIH69_LUNG
Cell Line,CCLE,907060.0,HOS_BONE
Cell Line,CCLE,906851.0,EFM19_BREAST
Cell Line,CCLE,908483.0,NCIH524_LUNG
Cell Line,CCLE,910705.0,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,905942.0,NCIH23_LUNG
Cell Line,CCLE,910947.0,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910779.0,IALM_LUNG
Cell Line,CCLE,724872.0,SHP77_LUNG
Cell Line,CCLE,1331036.0,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753585.0,LB996RCC_KIDNEY
Cell Line,CCLE,908474.0,NCIH1703_LUNG
Cell Line,CCLE,910692.0,COLO668_LUNG
Cell Line,CCLE,687586.0,T98G_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,753610.0,SBC3_LUNG
Cell Line,CCLE,930301.0,VMRCMELG_SKIN
Cell Line,CCLE,908482.0,NCIH630_LARGE_INTESTINE
Cell Line,CCLE,907062.0,HSC4_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,910937.0,CORL279_LUNG
Cell Line,CCLE,1240185.0,NCIH1944_LUNG
Cell Line,CCLE,910921.0,A101D_SKIN
Cell Line,CCLE,909781.0,VMRCRCZ_KIDNEY
Cell Line,CCLE,724869.0,HPAFII_PANCREAS
Cell Line,CCLE,1503368.0,KYAE1_OESOPHAGUS
Cell Line,CCLE,924105.0,BPH1_PROSTATE
Cell Line,CCLE,1290809.0,NCIH2373_PLEURA
Cell Line,CCLE,906693.0,BXPC3_PANCREAS
Cell Line,CCLE,687506.0,C4I_CERVIX
Cell Line,CCLE,907789.0,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,946382.0,CAMA1_BREAST
Cell Line,CCLE,909736.0,SNU387_LIVER
Cell Line,CCLE,906814.0,COLO792_SKIN
Cell Line,CCLE,909754.0,SW684_SOFT_TISSUE
Cell Line,CCLE,925338.0,MDAMB157_BREAST
Cell Line,CCLE,688086.0,SKNDZ_AUTONOMIC_GANGLIA
Cell Line,CCLE,905989.0,KM12_LARGE_INTESTINE
Cell Line,CCLE,925343.0,MFHINO_SOFT_TISSUE
Cell Line,CCLE,1240155.0,IM95_STOMACH
Cell Line,CCLE,910926.0,BFTC905_URINARY_TRACT
Cell Line,CCLE,905968.0,IGROV1_OVARY
Cell Line,CCLE,1240181.0,NBTU110_AUTONOMIC_GANGLIA
Cell Line,CCLE,753608.0,PC14_LUNG
Cell Line,CCLE,1480371.0,OVK18_OVARY
Cell Line,CCLE,1240136.0,NCIH2804_PLEURA
Cell Line,CCLE,909697.0,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,906763.0,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,753583.0,LB771HNC_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,910781.0,AN3CA_ENDOMETRIUM
Cell Line,CCLE,1503367.0,ESO51_OESOPHAGUS
Cell Line,CCLE,910915.0,CAPAN2_PANCREAS
Cell Line,CCLE,905937.0,HCT15_LARGE_INTESTINE
Cell Line,CCLE,949171.0,NB10_AUTONOMIC_GANGLIA
Cell Line,CCLE,910548.0,OAW42_OVARY
Cell Line,CCLE,910943.0,CAS1_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,1480361.0,OV17R_OVARY
Cell Line,CCLE,909724.0,SKMEL3_SKIN
Cell Line,CCLE,687804.0,NCIH1770_LUNG
Cell Line,CCLE,907291.0,GP5D_LARGE_INTESTINE
Cell Line,CCLE,688001.0,NCIH1417_LUNG
Cell Line,CCLE,908133.0,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910700.0,C2BBE1_LARGE_INTESTINE
Cell Line,CCLE,906797.0,647V_URINARY_TRACT
Cell Line,CCLE,1659819.0,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,971773.0,RH1_BONE
Cell Line,CCLE,1240226.0,WM278_SKIN
Cell Line,CCLE,753584.0,LB831BLC_URINARY_TRACT
Cell Line,CCLE,907000.0,ESS1_ENDOMETRIUM
Cell Line,CCLE,753624.0,CAPAN1_PANCREAS
Cell Line,CCLE,1240174.0,MFE319_ENDOMETRIUM
Cell Line,CCLE,907176.0,JEG3_PLACENTA
Cell Line,CCLE,1331025.0,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,687802.0,NCIH1693_LUNG
Cell Line,CCLE,909712.0,SF126_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,684055.0,ES3_BONE
Cell Line,CCLE,1327769.0,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1240137.0,NCIH2810_PLEURA
Cell Line,CCLE,905959.0,SKOV3_OVARY
Cell Line,CCLE,909719.0,SKHEP1_LIVER
Cell Line,CCLE,753620.0,SIMA_AUTONOMIC_GANGLIA
Cell Line,CCLE,1327765.0,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,905936.0,HCT116_LARGE_INTESTINE
Cell Line,CCLE,909974.0,RCC10RGB_KIDNEY
Cell Line,CCLE,1290724.0,BICR10_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,908124.0,MELHO_SKIN
Cell Line,CCLE,1240206.0,PCI6A_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,906798.0,639V_URINARY_TRACT
Cell Line,CCLE,1240134.0,NCIH2731_PLEURA
Cell Line,CCLE,909774.0,TYKNU_OVARY
Cell Line,CCLE,1503370.0,EMCBAC2_LUNG
Cell Line,CCLE,905962.0,SW620_LARGE_INTESTINE
Cell Line,CCLE,909907.0,ZR7530_BREAST
Cell Line,CCLE,907064.0,HT1080_SOFT_TISSUE
Cell Line,CCLE,1297438.0,CORL303_LUNG
Cell Line,CCLE,1240140.0,H3118_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,908467.0,NCIH1155_LUNG
Cell Line,CCLE,907072.0,HUO9_BONE
Cell Line,CCLE,905984.0,SF539_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,906864.0,FTC133_THYROID
Cell Line,CCLE,753618.0,KELLY_AUTONOMIC_GANGLIA
Cell Line,CCLE,1503365.0,SKGT4_OESOPHAGUS
Cell Line,CCLE,687985.0,DMS273_LUNG
Cell Line,CCLE,909776.0,U2OS_BONE
Cell Line,CCLE,1240200.0,OVMIU_OVARY
Cell Line,CCLE,924111.0,HO1N1_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,930083.0,RO82W1_THYROID
Cell Line,CCLE,908127.0,MESSA_SOFT_TISSUE
Cell Line,CCLE,910899.0,NCIH146_LUNG
Cell Line,CCLE,724878.0,SW1573_LUNG
Cell Line,CCLE,907073.0,HUTU80_SMALL_INTESTINE
Cell Line,CCLE,688023.0,NCIH446_LUNG
Cell Line,CCLE,1298357.0,NUGC4_STOMACH
Cell Line,CCLE,930297.0,SIHA_CERVIX
Cell Line,CCLE,924107.0,CAL39_VULVA
Cell Line,CCLE,1298351.0,NCIH2110_LUNG
Cell Line,CCLE,687588.0,U118MG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,753597.0,NCIH128_LUNG
Cell Line,CCLE,753569.0,KNS62_LUNG
Cell Line,CCLE,1240189.0,NCIH211_LUNG
Cell Line,CCLE,1240198.0,OVISE_OVARY
Cell Line,CCLE,1299064.0,TT_OESOPHAGUS
Cell Line,CCLE,905973.0,HOP92_LUNG
Cell Line,CCLE,749714.0,HCC1937_BREAST
Cell Line,CCLE,910952.0,CAL54_KIDNEY
Cell Line,CCLE,1298160.0,K2_SKIN
Cell Line,CCLE,908447.0,NH12_AUTONOMIC_GANGLIA
Cell Line,CCLE,907044.0,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,909779.0,UMC11_LUNG
Cell Line,CCLE,1240192.0,NCIH841_LUNG
Cell Line,CCLE,910930.0,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,910569.0,COLO320HSR_LARGE_INTESTINE
Cell Line,CCLE,753554.0,EBC1_LUNG
Cell Line,CCLE,1240207.0,PECAPJ15_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,906808.0,CORL88_LUNG
Cell Line,CCLE,949178.0,NB14_AUTONOMIC_GANGLIA
Cell Line,CCLE,905944.0,NCIH522_LUNG
Cell Line,CCLE,1299052.0,UPCISCC090_UPPER_AERODIGESTIVE_TRACT
Cell Line,CCLE,907175.0,JAR_PLACENTA
Cell Line,CCLE,906848.0,ECC10_STOMACH
Cell Line,CCLE,907322.0,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,909977.0,HUO3N1_BONE
Cell Line,CCLE,1298151.0,JHH1_LIVER
Cell Line,CCLE,1524417.0,RCCER_KIDNEY
Cell Line,CCLE,1290906.0,HCC202_BREAST
Cell Line,CCLE,905990.0,OVCAR4_OVARY
Cell Line,CCLE,1290922.0,HDQP1_BREAST
Cell Line,CCLE,1524415.0,RCCJF_KIDNEY
Cell Line,CCLE,908122.0,MDAMB453_BREAST
Cell Line,CCLE,906791.0,ABC1_LUNG
Cell Line,CCLE,1480364.0,OVCA420_OVARY
Cell Line,CCLE,1330984.0,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,905960.0,MDAMB231_BREAST
Cell Line,CCLE,909720.0,SKLMS1_SOFT_TISSUE
Cell Line,CCLE,905976.0,UACC62_SKIN
Cell Line,CCLE,1524418.0,RCCAB_KIDNEY
Cell Line,CCLE,907319.0,KYSE270_OESOPHAGUS
Cell Line,CCLE,1331034.0,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1298146.0,HUH1_LIVER
Cell Line,CCLE,687816.0,NCIH2228_LUNG
Cell Line,CCLE,753622.0,TE10_OESOPHAGUS
Cell Line,CCLE,1331035.0,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,949165.0,EW16_BONE
Cell Line,CCLE,946367.0,D247MG_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,908123.0,MDAMB468_BREAST
Cell Line,CCLE,910910.0,UACC812_BREAST
Cell Line,CCLE,907068.0,HT3_CERVIX
Cell Line,CCLE,907282.0,KNS42_CENTRAL_NERVOUS_SYSTEM
Cell Line,CCLE,753615.0,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,905943.0,NCIH460_LUNG
Cell Line,CCLE,749711.0,HCC1187_BREAST
Cell Line,CCLE,687829.0,NCIH661_LUNG
Cell Line,CCLE,1299070.0,TOV112D_OVARY
Cell Line,CCLE,906830.0,C32_SKIN
Cell Line,CCLE,1331050.0,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,1503371.0,TE4_OESOPHAGUS
Cell Line,CCLE,1330982.0,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,724825.0,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,724866.0,NCIH1355_LUNG
Cell Line,CCLE,1479995.0,JHOS2_OVARY
Cell Line,CCLE,909263.0,RCM1_LARGE_INTESTINE
Cell Line,CCLE,1295741.0,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,906790.0,AGS_STOMACH
Cell Line,CCLE,1298539.0,RKN_SOFT_TISSUE
Cell Line,CCLE,910927.0,CAL51_BREAST
Cell Line,CCLE,1327775.0,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,905964.0,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Cell Line,CCLE,909756.0,SW872_SOFT_TISSUE
Cell Line,CCLE,1298169.0,KMRC20_KIDNEY
Cell Line,CCLE,908462.0,NCIH2452_PLEURA
Cell Line,CCLE,1298349.0,NCIH1688_LUNG
Cell Line,CCLE,906813.0,COLO800_SKIN
Cell Line,CCLE,1290905.0,HCC1428_BREAST
Cell Line,CCLE,1299080.0,WM35_SKIN
Domain,InterPro,IPR018143,Folate receptor family
Domain,InterPro,IPR029452,"Rapamycin-insensitive companion of mTOR, domain 5"
Domain,InterPro,IPR005101,FAD binding domain of DNA photolyase
Domain,InterPro,IPR014873,Voltage gated calcium channel IQ domain
Domain,InterPro,IPR022676,"Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain"
Domain,InterPro,IPR041291,Histone methyltransferase Tudor domain 1
Domain,InterPro,IPR027179,Mature-T-Cell Proliferation I type
Domain,InterPro,IPR010504,Arfaptin-like domain
Domain,InterPro,IPR025697,Clustered mitochondria
Domain,InterPro,IPR015371,"Endonuclease VIII-like 1, DNA bind"
Domain,InterPro,IPR001581,LIF / OSM family
Domain,InterPro,IPR002017,Spectrin repeat
Domain,InterPro,IPR004226,Tubulin binding cofactor A
Domain,InterPro,IPR015015,F-actin binding
Domain,InterPro,IPR032365,BCORL-PCGF1-binding domain
Domain,InterPro,IPR040459,MJ1316 RNA cyclic group end recognition domain
Domain,InterPro,IPR031964,Caspase recruitment domain
Domain,InterPro,IPR035372,Malonyl-CoA decarboxylase N-terminal domain
Domain,InterPro,IPR045703,"POU domain, class 2, transcription factor 1 C-terminal"
Domain,InterPro,IPR040749,BRCC36 C-terminal helical domain
Domain,InterPro,IPR007829,TM2 domain
Domain,InterPro,IPR000795,Elongation factor Tu GTP binding domain
Domain,InterPro,IPR013216,Methyltransferase domain
Domain,InterPro,IPR015377,Fumarylacetoacetase N-terminal
Domain,InterPro,IPR000268,RNA polymerases N / 8 kDa subunit
Domain,InterPro,IPR041523,Roquin II domain
Domain,InterPro,IPR002773,Deoxyhypusine synthase
Domain,InterPro,IPR029002,Zinc dependent phospholipase C
Domain,InterPro,IPR021566,Prion-like protein Doppel
Domain,InterPro,IPR015019,Mitogen-activated protein kinase kinase 1 interacting
Domain,InterPro,IPR018996,Man1-Src1p-C-terminal domain
Domain,InterPro,IPR001254,Trypsin
Domain,InterPro,IPR041680,Pleckstrin homology domain
Domain,InterPro,IPR020438,Interleukin 11
Domain,InterPro,IPR004104,"Oxidoreductase family, C-terminal alpha/beta domain"
Domain,InterPro,IPR001810,F-box
Domain,InterPro,IPR013194,Sin3 family co-repressor
Domain,InterPro,IPR012978,NUC173 domain
Domain,InterPro,IPR013500,"Eukaryotic DNA topoisomerase I, catalytic core"
Domain,InterPro,IPR004600,Transcription factor Tfb4
Domain,InterPro,IPR005199,"Glycosyl hydrolase family 79, N-terminal domain "
Domain,InterPro,IPR020470,Interleukin-13
Domain,InterPro,IPR004123,Mitosis protein DIM1
Domain,InterPro,IPR012934,Zinc-finger associated domain (zf-AD)  
Domain,InterPro,IPR033768,Hydin Adenylate kinase-like domain
Domain,InterPro,IPR025640,GYF domain 2
Domain,InterPro,IPR002638,"Quinolinate phosphoribosyl transferase, C-terminal domain"
Domain,InterPro,IPR011625,Alpha-2-macroglobulin bait region domain
Domain,InterPro,IPR001305,DnaJ central domain
Domain,InterPro,IPR005720,Dihydroorotate dehydrogenase
Domain,InterPro,IPR021645,"Shal-type voltage-gated potassium channels, N-terminal"
Domain,InterPro,IPR007502,Helicase associated domain (HA2)
Domain,InterPro,IPR004095,TGS domain
Domain,InterPro,IPR021987,SLED domain
Domain,InterPro,IPR026823,Complement Clr-like EGF-like
Domain,InterPro,IPR041489,PDZ domain
Domain,InterPro,IPR004088,KH domain
Domain,InterPro,IPR022702,Cytosine specific DNA methyltransferase replication foci domain
Domain,InterPro,IPR014830,Glycolipid transfer protein (GLTP)
Domain,InterPro,IPR007012,Poly(A) polymerase central domain
Domain,InterPro,IPR044046,Proteolysis_6 C-terminal
Domain,InterPro,IPR008598,"Drought induced 19 protein (Di19), zinc-binding"
Domain,InterPro,IPR025946,"Cell-cycle sustaining, positive selection, "
Domain,InterPro,IPR014940,BAAT / Acyl-CoA thioester hydrolase C terminal
Domain,InterPro,IPR008758,Serine carboxypeptidase S28
Domain,InterPro,IPR012981,PIH1 N-terminal domain
Domain,InterPro,IPR009038,Golgi-dynamics membrane-trafficking
Domain,InterPro,IPR014020,C2 domain of PTEN tumour-suppressor protein
Domain,InterPro,IPR039064,Zinc-finger
Domain,InterPro,IPR001130,TatD related DNase
Domain,InterPro,IPR019533,"Signal peptidase, peptidase S26 "
Domain,InterPro,IPR004160,Elongation factor Tu C-terminal domain
Domain,InterPro,IPR032699,Izumo-like Immunoglobulin domain
Domain,InterPro,IPR005065,"Platelet-activating factor acetylhydrolase, isoform II"
Domain,InterPro,IPR013934,Utp13 specific WD40 associated domain
Domain,InterPro,IPR027353,Bromodomain extra-terminal - transcription regulation
Domain,InterPro,IPR040663,DNA polymerase delta subunit OB-fold domain
Domain,InterPro,IPR024548,"Copper type II ascorbate-dependent monooxygenase, C-terminal domain"
Domain,InterPro,IPR017930,Myb-like DNA-binding domain
Domain,InterPro,IPR015341,Alpha mannosidase middle domain
Domain,InterPro,IPR032042,ssDNA-binding domain of telomere protection protein
Domain,InterPro,IPR023780,Chromo (CHRromatin Organisation MOdifier) domain
Domain,InterPro,IPR019365,Uncharacterized conserved protein CG6151-P
Domain,InterPro,IPR006555,Helicase C-terminal domain
Domain,InterPro,IPR029453,Rapamycin-insensitive companion of mTOR RasGEF_N domain
Domain,InterPro,IPR006011,Syntaxin-like protein
Domain,InterPro,IPR032191,CCR4-NOT transcription complex subunit 1 CAF1-binding domain
Domain,InterPro,IPR019401,Zinc-finger domain
Domain,InterPro,IPR011263,RNA polymerase Rpb3/Rpb11 dimerisation domain
Domain,InterPro,IPR024767,Pre-mRNA-splicing factor 38-associated hydrophilic C-term
Domain,InterPro,IPR014030,"Beta-ketoacyl synthase, N-terminal domain"
Domain,InterPro,IPR006097,"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain"
Domain,InterPro,IPR032040,beta-propeller of ELYS nucleoporin
Domain,InterPro,IPR013243,"SCA7, zinc-binding domain"
Domain,InterPro,IPR008251,Chromo shadow domain
Domain,InterPro,IPR024974,Silencing defective 2 N-terminal ubiquitin domain
Domain,InterPro,IPR013746,Hydroxymethylglutaryl-coenzyme A synthase C terminal
Domain,InterPro,IPR019575,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
Domain,InterPro,IPR001811,"Small cytokines (intecrine/chemokine), interleukin-8 like"
Domain,InterPro,IPR025749,PAP2 superfamily C-terminal
Side Effect,ADReCS,BADD_A01315,Disturbances in thinking and perception
Side Effect,ADReCS,BADD_A06316,Bone marrow failure
Side Effect,ADReCS,BADD_A04235,Taste disorders
Side Effect,ADReCS,BADD_A05470,Vascular hypotensive disorders
Side Effect,ADReCS,BADD_A06450,Type 2 diabetes mellitus
Side Effect,ADReCS,BADD_A01774,Gastrointestinal motility and defaecation conditions
Side Effect,ADReCS,BADD_A02412,Iron deficiencies
Side Effect,ADReCS,BADD_A00078,Acute myeloid leukaemia
Side Effect,ADReCS,BADD_A01950,Hair growth abnormal
Side Effect,ADReCS,BADD_A01734,Gastric ulcers and perforation
Side Effect,ADReCS,BADD_A01931,Haemolyses and related conditions
Side Effect,ADReCS,BADD_A00138,Albuminuria
Side Effect,ADReCS,BADD_A03732,Renal and urinary disorders
Side Effect,ADReCS,BADD_A01291,Sexual function and fertility disorders
Side Effect,ADReCS,BADD_A03048,"Neurological, special senses and psychiatric investigations"
Side Effect,ADReCS,BADD_A06402,Treatment failure
Side Effect,ADReCS,BADD_A00503,Blood and lymphatic system disorders
Side Effect,ADReCS,BADD_A04982,Deep vein thrombosis
Side Effect,ADReCS,BADD_A02738,Mental disorders due to a general medical condition NEC
Side Effect,ADReCS,BADD_A03534,"Pregnancy, puerperium and perinatal conditions"
Side Effect,ADReCS,BADD_A04229,Tachycardia
Side Effect,ADReCS,BADD_A04044,Skin hypoplasias and atrophies
Side Effect,ADReCS,BADD_A01656,Fibrosis
Side Effect,ADReCS,BADD_A00342,Arthropathies NEC
Side Effect,ADReCS,BADD_A02789,Allergic conditions NEC
Side Effect,ADReCS,BADD_A02108,Hyperammonaemia
Side Effect,ADReCS,BADD_A01193,Demyelinating disorders
Side Effect,ADReCS,BADD_A01533,Eructation
Side Effect,ADReCS,BADD_A01706,Gait disturbances
Side Effect,ADReCS,BADD_A02912,Myalgia
Side Effect,ADReCS,BADD_A03817,Respiratory disorders NEC
Side Effect,ADReCS,BADD_A04036,Skin exfoliation
Side Effect,ADReCS,BADD_A04568,Vertigo
Side Effect,ADReCS,BADD_A05462,Disability issues
Side Effect,ADReCS,BADD_A03915,Salmonella infections
Side Effect,ADReCS,BADD_A00968,Cognitive and attention disorders and disturbances
Side Effect,ADReCS,BADD_A01793,Gastrointestinal stenosis and obstruction NEC
Side Effect,ADReCS,BADD_A00154,Alopecias
Side Effect,ADReCS,BADD_A06838,Speech sound disorder
Side Effect,ADReCS,BADD_A02586,Lower gastrointestinal neoplasms benign
Side Effect,ADReCS,BADD_A00541,Blood creatinine increased
Side Effect,ADReCS,BADD_A04041,Skin hyperplasias and hypertrophies
Side Effect,ADReCS,BADD_A03222,Osteoporosis
Side Effect,ADReCS,BADD_A00700,Breast pain
Side Effect,ADReCS,BADD_A01279,"Bone, calcium, magnesium and phosphorus metabolism disorders"
Side Effect,ADReCS,BADD_A00388,Auditory nerve disorders
Side Effect,ADReCS,BADD_A04011,Skeletal and cardiac muscle analyses
Side Effect,ADReCS,BADD_A02361,Inner ear signs and symptoms
Side Effect,ADReCS,BADD_A01214,Dermatitis
Side Effect,ADReCS,BADD_A01804,General disorders and administration site conditions
Side Effect,ADReCS,BADD_A05625,Disturbance in sexual arousal
Side Effect,ADReCS,BADD_A04157,Stomatitis
Side Effect,ADReCS,BADD_A03670,Purpura and related conditions
Side Effect,ADReCS,BADD_A07468,Neonatal respiratory distress syndrome
Side Effect,ADReCS,BADD_A05941,Parkinson's disease
Side Effect,ADReCS,BADD_A08260,Biliary dyskinesia
Side Effect,ADReCS,BADD_A05832,Intervertebral disc degeneration
Side Effect,ADReCS,BADD_A04753,Performance status decreased
Side Effect,ADReCS,BADD_A03824,"Respiratory, thoracic and mediastinal disorders"
Side Effect,ADReCS,BADD_A01208,Depression
Side Effect,ADReCS,BADD_A00950,Clonus
Side Effect,ADReCS,BADD_A03046,Neurologic visual problems NEC
Side Effect,ADReCS,BADD_A01055,Conjunctivitis
Side Effect,ADReCS,BADD_A04125,Spinal cord and nerve root disorders traumatic
Side Effect,ADReCS,BADD_A03750,Renal failure and impairment
Side Effect,ADReCS,BADD_A06785,Limb fractures
Side Effect,ADReCS,BADD_A02384,Intestinal haemorrhages
Side Effect,ADReCS,BADD_A01383,Dysuria
Side Effect,ADReCS,BADD_A01654,Fibrocystic breast disease
Side Effect,ADReCS,BADD_A04470,Urticarias
Side Effect,ADReCS,BADD_A02150,Vascular hypertensive disorders NEC
Side Effect,ADReCS,BADD_A01386,Ear disorder
Side Effect,ADReCS,BADD_A03376,"Peripheral vasoconstriction, necrosis and vascular insufficiency"
Side Effect,ADReCS,BADD_A01966,Headaches
Side Effect,ADReCS,BADD_A02796,Chest and lung injuries NEC
Side Effect,ADReCS,BADD_A04757,Anal abscess
Side Effect,ADReCS,BADD_A00005,Abdominal distension
Side Effect,ADReCS,BADD_A05149,Respiratory failures (excl neonatal)
Side Effect,ADReCS,BADD_A01536,Erythemas
Side Effect,ADReCS,BADD_A04459,Urinary tract signs and symptoms NEC
Side Effect,ADReCS,BADD_A02123,Hyperhidrosis
Side Effect,ADReCS,BADD_A02687,Mediastinal disorders
Side Effect,ADReCS,BADD_A04451,Urinary tract infections
Side Effect,ADReCS,BADD_A01522,Epilepsy
Side Effect,ADReCS,BADD_A01516,Epidermal and dermal conditions
Side Effect,ADReCS,BADD_A03527,Pre-existing condition improved
Side Effect,ADReCS,BADD_A01350,Duodenal ulcer
Side Effect,ADReCS,BADD_A01099,Coronary artery occlusion
Side Effect,ADReCS,BADD_A04320,Tongue conditions
Side Effect,ADReCS,BADD_A02524,Libido decreased
Side Effect,ADReCS,BADD_A01285,Lipid metabolism disorders
Side Effect,ADReCS,BADD_A04218,Swollen tongue
Side Effect,ADReCS,BADD_A01938,Haemorrhage intracranial
Side Effect,ADReCS,BADD_A00304,Appetite disorders
Side Effect,ADReCS,BADD_A00008,Abdominal pain
Side Effect,ADReCS,BADD_A06975,Blood lactic acid
Location,GOA,GO:0005737,cytoplasm
Location,GOA,GO:0009295,nucleoid
Location,GOA,GO:0016020,membrane
Location,GOA,GO:0009986,cell surface
Location,GOA,GO:0005886,plasma membrane
Location,GOA,GO:0042597,periplasmic space
Location,GOA,GO:0009279,cell outer membrane
Location,GOA,GO:0005576,extracellular region
Organism,UniprotKB,9606,Homo sapiens
