Source Type,Source ID,Target Type,Target ID,Label
Gene,C2CD4D,Patient,TCGA-5L-AAT1,Is_Mutated_In
Gene,CCL26,Patient,TCGA-A8-A09E,Is_Mutated_In
Gene,CCDC151,Patient,TCGA-CG-5716,Is_Mutated_In
Gene,ARIH2,Patient,1025,Is_Mutated_In
Gene,ADGRG2,Patient,1014,Is_Mutated_In
Gene,CNBD2,Patient,TCGA-3A-A9IV,Is_Mutated_In
Gene,DISP2,Patient,TCGA-GC-A3BM,Is_Mutated_In
Gene,DNTT,Patient,TCGA-AX-A1CR,Is_Mutated_In
Gene,CDC20,Patient,1025,Is_Mutated_In
Gene,CCL3L1,Patient,TCGA-A8-A084,Is_Mutated_In
Gene,DUSP13,Patient,TCGA-AA-3979,Is_Mutated_In
Gene,AMFR,Patient,TCGA-EO-A3KU,Is_Mutated_In
Gene,CYSTM1,Patient,1020,Is_Mutated_In
Gene,EEF1AKMT3,Patient,TCGA-FG-5962,Is_Mutated_In
Gene,CELF6,Patient,1005,Is_Mutated_In
Gene,C4orf46,Patient,TCGA-33-4533,Is_Mutated_In
Gene,BCS1L,Patient,TCGA-FU-A3TX,Is_Mutated_In
Gene,CTXN2,Patient,1015,Is_Mutated_In
Gene,AKR7A3,Patient,TCGA-HF-7131,Is_Mutated_In
Gene,DEFA5,Patient,TCGA-HT-7604,Is_Mutated_In
Gene,CKAP4,Patient,TCGA-US-A77J,Is_Mutated_In
Gene,CSTF2T,Patient,TCGA-CJ-4642,Is_Mutated_In
Gene,C1QTNF12,Patient,TCGA-DK-A3IT,Is_Mutated_In
Gene,C18orf15,Patient,TCGA-18-5595,Is_Mutated_In
Gene,DELE1,Patient,TCGA-DQ-7593,Is_Mutated_In
Gene,CKMT2,Patient,TCGA-HT-A619,Is_Mutated_In
Gene,CFAP58,Patient,TCGA-G2-A2ES,Is_Mutated_In
Gene,COX5A,Patient,TCGA-AA-3697,Is_Mutated_In
Gene,BORCS5,Patient,TCGA-DK-A3IU,Is_DEG_In
Gene,CEP135,Patient,TCGA-EJ-A46E,Is_DEG_In
Gene,CD53,Patient,TCGA-AZ-4681,Is_DEG_In
Gene,COL2A1,Patient,TCGA-HZ-7920,Is_DEG_In
Gene,CST8,Patient,TCGA-DZ-6134,Is_DEG_In
Gene,CD226,Patient,TCGA-CD-5813,Is_DEG_In
Gene,ASAP1,Patient,TCGA-12-0653,Is_DEG_In
Gene,AZIN2,Patient,TCGA-DW-7841,Is_DEG_In
Gene,APOL4,Patient,TCGA-AX-A1CP,Is_DEG_In
Gene,CYP4B1,Patient,TCGA-44-6147,Is_DEG_In
Gene,ALX4,Patient,TCGA-CQ-A4C7,Is_DEG_In
Gene,DERL2,Patient,1022,Is_DEG_In
Gene,BRWD3,Patient,TCGA-AZ-4681,Is_DEG_In
Gene,BAGE3,Patient,TCGA-G5-6235,Is_DEG_In
Gene,C4orf54,Patient,TCGA-DV-5574,Is_DEG_In
Gene,CKMT2,Patient,TCGA-AA-3556,Is_DEG_In
Gene,BABAM2,Patient,TCGA-AA-3556,Is_DEG_In
Gene,DKC1,Patient,TCGA-44-2661,Is_DEG_In
Gene,AGBL4,Patient,TCGA-HT-7604,Is_DEG_In
Gene,CCL26,Patient,TCGA-BA-4077,Is_DEG_In
Gene,DYNLT1,Patient,TCGA-60-2712,Is_DEG_In
Gene,COL11A2,Patient,TCGA-CQ-6221,Is_DEG_In
Gene,CELA2A,Patient,1026,Is_DEG_In
Gene,BORCS5,Patient,TCGA-AG-3891,Is_DEG_In
Gene,CHCHD4,Patient,TCGA-AY-4071,Is_DEG_In
Gene,CFAP20,Patient,1045,Is_DEG_In
Gene,ANKRD62,Patient,TCGA-AA-3672,Is_DEG_In
Gene,CKMT2,Patient,TCGA-FD-A3SN,Is_DEG_In
Gene,C4orf46,Patient,TCGA-21-1077,Is_DEG_In
Gene,CCNE2,Patient,TCGA-GC-A3BM,Is_DEG_In
Gene,ARIH2,Patient,TCGA-CN-6021,Is_DEG_In
Gene,BTBD3,Patient,TCGA-BP-4988,Is_DEG_In
Gene,DAAM1,Patient,TCGA-G2-A2ES,Is_DEG_In
Gene,CLCN1,Patient,TCGA-AG-3611,Is_DEG_In
Gene,DCAF4,Patient,TCGA-DK-A3IS,Is_DEG_In
Gene,CHIC2,Patient,TCGA-DH-5141,Is_DEG_In
Gene,AMY1A,Patient,TCGA-A6-2682,Is_DEG_In
Gene,AMOT,Patient,TCGA-AA-3562,Is_DEG_In
Gene,DTWD1,Patient,TCGA-BQ-7058,Is_DEG_In
Gene,ACTR3C,Patient,1040,Is_DEG_In
Gene,AQP1,Patient,TCGA-B8-4621,Is_DEG_In
Gene,DCDC2,Patient,TCGA-FD-A3SN,Is_DEG_In
Gene,C8orf49,Patient,TCGA-HQ-A2OF,Is_DEG_In
Gene,DANCR,Patient,TCGA-CQ-7067,Is_DEG_In
Gene,COPA,Patient,TCGA-A8-A09I,Is_DEG_In
Gene,AKAP10,Patient,TCGA-CH-5791,Is_DEG_In
Gene,CREB3L4,Patient,TCGA-AG-3611,Is_DEG_In
Gene,C1orf100,Patient,TCGA-12-0653,Is_DEG_In
Gene,COL11A2,Patient,1022,Is_DEG_In
Gene,EFCC1,Patient,TCGA-HF-7131,Is_DEG_In
Gene,CTXN2,Patient,TCGA-06-0209,Is_DEG_In
Gene,BAGE3,Patient,TCGA-CG-5716,Is_DEG_In
Gene,E2F1,Patient,TCGA-DQ-7593,Is_DEG_In
Gene,ARHGEF19,Patient,TCGA-F2-6880,Is_DEG_In
Gene,CRABP2,Patient,TCGA-HU-A4H6,Is_DEG_In
Gene,DNAJB6,Patient,TCGA-DK-A3IU,Is_DEG_In
Gene,DENND2A,Patient,TCGA-80-5611,Is_DEG_In
Gene,ALG1,Patient,TCGA-A2-A0YT,Is_DEG_In
Gene,COL6A1,Patient,TCGA-HZ-7920,Is_DEG_In
Gene,AK2,Patient,TCGA-DK-A3IT,Is_DEG_In
Gene,DNAH17,Patient,TCGA-DK-A6B2,Is_DEG_In
Gene,EFCAB5,Patient,TCGA-CH-5791,Is_DEG_In
Gene,APELA,Patient,TCGA-DW-7839,Is_DEG_In
Gene,CHRNA6,Patient,TCGA-CF-A9FM,Is_DEG_In
Gene,BOK,Patient,TCGA-HT-A619,Is_DEG_In
Gene,ADCY6,Patient,TCGA-J4-A6G3,Is_DEG_In
Gene,DDX47,Patient,1020,Is_DEG_In
Gene,COQ8B,Patient,TCGA-EQ-A4SO,Is_DEG_In
Gene,COQ8B,Patient,TCGA-44-6147,Is_DEG_In
Gene,CDC42EP4,Patient,TCGA-DK-A3IS,Is_DEG_In
Gene,C8orf49,Patient,TCGA-AK-3450,Is_DEG_In
Gene,CHCHD4,Patient,TCGA-A6-2682,Is_DEG_In
Gene,DEFB130A,Patient,TARGET-10-PANSFD,Is_DEG_In
Gene,CCNE2,Patient,TCGA-DU-7300,Is_DEG_In
Gene,BDKRB2,Patient,TCGA-FG-5962,Is_DEG_In
Gene,CD226,Patient,TCGA-DK-A2I6,Is_DEG_In
Gene,AKR7A3,Patient,TCGA-A8-A084,Is_DEG_In
Gene,CLDN34,Patient,TCGA-BP-4158,Is_DEG_In
Gene,C2orf83,Patient,TCGA-FD-A43P,Is_DEG_In
Gene,CDC42EP4,Patient,TCGA-CV-7437,Is_DEG_In
Gene,CNBD2,Patient,TCGA-BP-4986,Is_DEG_In
Gene,CT45A5,Patient,TCGA-IQ-7631,Is_DEG_In
Gene,C9orf57,Patient,TCGA-AX-A2HF,Is_DEG_In
Gene,APELA,Patient,TCGA-AA-3672,Is_DEG_In
Gene,CPO,Patient,TCGA-DK-A1A5,Is_DEG_In
Gene,ALG1L2,Pathway,hsa00500,Is_Member_Of
Gene,DISP2,Pathway,hsa00350,Is_Member_Of
Gene,ANLN,Pathway,hsa00603,Is_Member_Of
Gene,DENND2A,Pathway,R-BTA-8949613,Is_Member_Of
Gene,B4GALT5,Pathway,R-HSA-983231,Is_Member_Of
Gene,DEFB125,Pathway,hsa03040,Is_Member_Of
Gene,CHRNA6,Pathway,hsa00280,Is_Member_Of
Gene,AMMECR1,Pathway,hsa04611,Is_Member_Of
Gene,CCDC151,Pathway,R-MMU-5357956,Is_Member_Of
Gene,C4orf54,Pathway,R-HSA-9693928,Is_Member_Of
Gene,AGBL4,Pathway,R-HSA-69541,Is_Member_Of
Gene,DDI2,Pathway,R-MMU-444257,Is_Member_Of
Gene,ARL16,Pathway,hsa04060,Is_Member_Of
Gene,CD300A,Pathway,R-HSA-983231,Is_Member_Of
Gene,ARAP1,Pathway,R-MMU-194313,Is_Member_Of
Gene,DEFB130A,Pathway,hsa04151,Is_Member_Of
Gene,BRAP,Pathway,R-RNO-1489509,Is_Member_Of
Gene,CTCFL,Pathway,R-RNO-380612,Is_Member_Of
Gene,DLAT,Pathway,hsa00310,Is_Member_Of
Gene,COPA,Pathway,R-MMU-3000178,Is_Member_Of
Gene,ARHGAP33,Pathway,R-HSA-381183,Is_Member_Of
Gene,DPPA4,Pathway,R-RNO-6794361,Is_Member_Of
Gene,COQ6,Pathway,R-MMU-4419969,Is_Member_Of
Gene,BAGE3,Pathway,R-HSA-983231,Is_Member_Of
Gene,CDC42EP4,Pathway,R-MMU-8849470,Is_Member_Of
Gene,COQ6,Pathway,R-HSA-418359,Is_Member_Of
Gene,CDH6,Pathway,R-MMU-141444,Is_Member_Of
Gene,DNTT,Pathway,hsa04962,Is_Member_Of
Gene,EEF1AKMT3,Pathway,R-RNO-71032,Is_Member_Of
Gene,CEP70,Pathway,R-HSA-3359473,Is_Member_Of
Gene,COQ8B,Pathway,R-HSA-75815,Is_Member_Of
Gene,CYP4Z2P,Pathway,hsa03013,Is_Member_Of
Gene,C2orf83,Pathway,hsa03420,Is_Member_Of
Gene,APIP,Pathway,hsa04512,Is_Member_Of
Gene,CCDC71,Pathway,hsa00970,Is_Member_Of
Gene,AQP1,Pathway,R-HSA-1362409,Is_Member_Of
Gene,ACTR3C,Pathway,R-HSA-140342,Is_Member_Of
Gene,CEP70,Pathway,hsa04060,Is_Member_Of
Gene,CMTR2,Pathway,R-HSA-163680,Is_Member_Of
Gene,AKT1S1,Pathway,R-MMU-3371453,Is_Member_Of
Gene,ATP8B1,Pathway,hsa00260,Is_Member_Of
Gene,BORCS5,Pathway,R-BTA-8949613,Is_Member_Of
Gene,ARHGEF19,Pathway,hsa03008,Is_Member_Of
Gene,ARAP1,Pathway,R-HSA-9694614,Is_Member_Of
Gene,DPT,Pathway,hsa04360,Is_Member_Of
Gene,CCL3L1,Pathway,hsa04142,Is_Member_Of
Gene,APELA,Pathway,R-BTA-879518,Is_Member_Of
Gene,BRSK2,Pathway,hsa04912,Is_Member_Of
Gene,DAAM1,Pathway,R-HSA-5689896,Is_Member_Of
Gene,DNAJB6,Pathway,R-RNO-6794361,Is_Member_Of
Gene,DEFA5,Pathway,R-HSA-9694614,Is_Member_Of
Gene,CHRNA6,Pathway,R-MMU-446343,Is_Member_Of
Gene,CDCA3,Pathway,R-MMU-5625740,Is_Member_Of
Gene,COL6A1,Pathway,R-MMU-433692,Is_Member_Of
Gene,CYP4A22,Pathway,R-RNO-418597,Is_Member_Of
Gene,BASP1,Pathway,hsa04922,Is_Member_Of
Gene,ANLN,Pathway,hsa04010,Is_Member_Of
Gene,DCDC2,Pathway,R-MMU-9020958,Is_Member_Of
Gene,AMY2B,Pathway,R-RNO-6794361,Is_Member_Of
Gene,DDX12P,Pathway,R-MMU-5357956,Is_Member_Of
Gene,BRWD3,Pathway,hsa04371,Is_Member_Of
Gene,ARAP1,Pathway,hsa04350,Is_Member_Of
Gene,C2CD4D,Pathway,hsa04080,Is_Member_Of
Gene,C4orf54,Pathway,hsa04913,Is_Member_Of
Gene,ASAP2,Pathway,R-BTA-74217,Is_Member_Of
Gene,ARHGAP33,Pathway,R-HSA-165159,Is_Member_Of
Gene,ALX4,Pathway,R-BTA-71403,Is_Member_Of
Gene,CCL26,Pathway,hsa04115,Is_Member_Of
Gene,C1orf53,Pathway,hsa04020,Is_Member_Of
Gene,EFNA4,Pathway,R-HSA-163680,Is_Member_Of
Gene,CEP70,Pathway,hsa00260,Is_Member_Of
Gene,CHST4,Pathway,hsa00310,Is_Member_Of
Gene,AMY1A,Pathway,hsa04060,Is_Member_Of
Gene,CAMK1,Pathway,R-HSA-203615,Is_Member_Of
Gene,BET1L,Pathway,R-RNO-5578775,Is_Member_Of
Gene,ARAP1,Pathway,R-HSA-451927,Is_Member_Of
Gene,C1R,Pathway,R-RNO-418597,Is_Member_Of
Gene,CLEC5A,Pathway,R-HSA-111471,Is_Member_Of
Gene,DCLRE1B,Pathway,hsa00515,Is_Member_Of
Gene,DEFA5,Pathway,R-HSA-432030,Is_Member_Of
Gene,ANKRD62,Pathway,hsa01212,Is_Member_Of
Gene,DEFB130A,Pathway,R-HSA-983231,Is_Member_Of
Gene,C3orf22,Pathway,R-HSA-69541,Is_Member_Of
Gene,AZIN2,Pathway,R-HSA-110314,Is_Member_Of
Gene,CUL9,Pathway,R-RNO-6794361,Is_Member_Of
Gene,DENND1A,Pathway,R-RNO-71032,Is_Member_Of
Gene,ARHGAP5-AS1,Pathway,R-RNO-6785631,Is_Member_Of
Gene,CLCN1,Pathway,R-MMU-4419969,Is_Member_Of
Gene,DDX6,Pathway,R-BTA-400206,Is_Member_Of
Gene,DAAM1,Pathway,hsa00970,Is_Member_Of
Gene,DNTT,Pathway,R-BTA-70263,Is_Member_Of
Gene,ATG5,Pathway,hsa04530,Is_Member_Of
Gene,ADCY6,Pathway,R-RNO-209563,Is_Member_Of
Gene,ANLN,Pathway,R-HSA-5579028,Is_Member_Of
Gene,ATG5,Pathway,R-MMU-444257,Is_Member_Of
Gene,CCDC151,Pathway,R-MMU-156588,Is_Member_Of
Gene,CCDC28A,Pathway,hsa04962,Is_Member_Of
Gene,DENND2A,Pathway,R-BTA-3214847,Is_Member_Of
Gene,ATAD3B,Pathway,hsa04380,Is_Member_Of
Gene,CELF6,Pathway,R-HSA-3359473,Is_Member_Of
Gene,DENND2C,Pathway,R-HSA-165159,Is_Member_Of
Gene,COQ6,Pathway,hsa00440,Is_Member_Of
Gene,ANKS6,Pathway,R-HSA-418359,Is_Member_Of
Gene,AMY2B,Pathway,R-BTA-4551638,Is_Member_Of
Gene,DCLRE1B,Pathway,R-HSA-73780,Is_Member_Of
Gene,ACTN4,Pathway,R-HSA-5578998,Is_Member_Of
Gene,ACTL6B,Pathway,R-MMU-3295583,Is_Member_Of
Gene,DNTT,Pathway,R-HSA-418359,Is_Member_Of
Gene,CSTF2T,Pathway,hsa04922,Is_Member_Of
Gene,CFAP20,Pathway,hsa04610,Is_Member_Of
Gene,ABHD12B,Pathway,hsa04144,Is_Member_Of
Gene,ATAD3B,Pathway,hsa04725,Is_Member_Of
Gene,CLDN34,Pathway,hsa03410,Is_Member_Of
Gene,C3orf22,Pathway,hsa00440,Is_Member_Of
Gene,ABCC1,Pathway,hsa04144,Is_Member_Of
Gene,DDX47,Pathway,R-HSA-203615,Is_Member_Of
Gene,ADAMTS12,Pathway,R-HSA-381042,Is_Member_Of
Gene,ECSCR,Pathway,hsa00970,Is_Member_Of
Gene,CXCL12,Pathway,hsa04962,Is_Member_Of
Gene,ECSCR,Pathway,R-RNO-209563,Is_Member_Of
Gene,C5orf56,Pathway,R-HSA-73780,Is_Member_Of
Gene,CASS4,Pathway,hsa04080,Is_Member_Of
Gene,C5orf56,Pathway,hsa04380,Is_Member_Of
Gene,AQP1,Pathway,R-HSA-5663213,Is_Member_Of
Gene,CYP11B2,Pathway,hsa00020,Is_Member_Of
Gene,COL2A1,Pathway,hsa04020,Is_Member_Of
Gene,CSRNP3,Pathway,R-MMU-5625740,Is_Member_Of
Gene,CT45A5,Pathway,R-HSA-5654687,Is_Member_Of
Gene,DNALI1,Pathway,hsa04330,Is_Member_Of
Gene,C1QTNF2,Pathway,hsa04260,Is_Member_Of
Gene,C17orf102,Pathway,hsa00052,Is_Member_Of
Gene,EFCC1,Pathway,hsa04922,Is_Member_Of
Gene,ALDH1A3,Pathway,R-MMU-194313,Is_Member_Of
Gene,C1orf105,Pathway,R-MMU-1296061,Is_Member_Of
Gene,COL2A1,Pathway,R-RNO-211981,Is_Member_Of
Gene,CCDC177,Pathway,R-HSA-73780,Is_Member_Of
Gene,C2CD4D,Pathway,hsa04260,Is_Member_Of
Gene,BORCS5,Pathway,hsa04024,Is_Member_Of
Gene,BASP1,Pathway,hsa04142,Is_Member_Of
Gene,ADAMTS12,Pathway,R-HSA-5579028,Is_Member_Of
Gene,CIRBP,Pathway,R-BTA-2559585,Is_Member_Of
Gene,CXCL12,Pathway,hsa04512,Is_Member_Of
Gene,BORCS5,Pathway,R-MMU-9020958,Is_Member_Of
Gene,AIMP2,Pathway,hsa04977,Is_Member_Of
Gene,APELA,Pathway,R-HSA-983231,Is_Member_Of
Gene,CFAP58,Pathway,R-MMU-1483248,Is_Member_Of
Gene,C2CD4D,Pathway,R-RNO-2024101,Is_Member_Of
Gene,ADCY6,Pathway,R-HSA-203615,Is_Member_Of
Gene,ABHD12B,Pathway,R-RNO-205017,Is_Member_Of
Gene,DDX47,Pathway,R-RNO-201451,Is_Member_Of
Gene,CCL20,Pathway,R-HSA-73780,Is_Member_Of
Gene,ADCY6,Pathway,R-BTA-5689896,Is_Member_Of
Gene,DNAJB13,Pathway,R-MMU-444257,Is_Member_Of
Gene,BCS1L,Pathway,R-HSA-3371511,Is_Member_Of
Gene,DDX12P,Pathway,R-MMU-141444,Is_Member_Of
Gene,C16orf97,Pathway,hsa04974,Is_Member_Of
Gene,ALG1L2,Pathway,R-MMU-159231,Is_Member_Of
Gene,CFAP58,Pathway,hsa00052,Is_Member_Of
Gene,CHCHD3,Pathway,hsa00970,Is_Member_Of
Gene,ANKS6,Pathway,R-HSA-5654687,Is_Member_Of
Gene,EED,Pathway,R-HSA-5632987,Is_Member_Of
Gene,ARAP1,Pathway,hsa00515,Is_Member_Of
Gene,BTAF1,Pathway,R-BTA-5668599,Is_Member_Of
Gene,CYP4Z2P,Pathway,R-HSA-381183,Is_Member_Of
Gene,DLAT,Pathway,hsa00590,Is_Member_Of
Gene,DENND1A,Pathway,R-MMU-69481,Is_Member_Of
Gene,C3orf22,Pathway,R-HSA-9693928,Is_Member_Of
Gene,CTDSPL,Pathway,R-MMU-8941237,Is_Member_Of
Gene,CREBRF,Pathway,R-MMU-446343,Is_Member_Of
Gene,EFCC1,Pathway,hsa00515,Is_Member_Of
Gene,CHGA,Pathway,hsa03420,Is_Member_Of
Gene,CTXN2,Pathway,R-RNO-418346,Is_Member_Of
Gene,ABRACL,Pathway,hsa04960,Is_Member_Of
Gene,C4orf46,Pathway,R-HSA-73780,Is_Member_Of
Gene,DEFA5,Pathway,R-HSA-1362409,Is_Member_Of
Gene,ATOX1,Disease,H02259,Is_related_to
Gene,CYB5B,Disease,MONDO:0014741,Is_related_to
Gene,ALG1L2,Disease,Orphanet:329314,Is_related_to
Gene,C3orf22,Disease,H02068,Is_related_to
Gene,CYSTM1,Disease,H00912,Is_related_to
Gene,ARAP1,Disease,Orphanet:99936,Is_related_to
Gene,CRTC3,Disease,H01390,Is_related_to
Gene,DCDC2,Disease,Orphanet:1253,Is_related_to
Gene,CCDC149,Disease,H01368,Is_related_to
Gene,DUSP13,Disease,Orphanet:786,Is_related_to
Gene,DELE1,Disease,H01028,Is_related_to
Gene,ALDH1A3,Disease,H00420,Is_related_to
Gene,ACTN4,Disease,Orphanet:79095,Is_related_to
Gene,C1orf100,Disease,Orphanet:1505,Is_related_to
Gene,CCSER1,Disease,H01671,Is_related_to
Gene,ALX4,Disease,H01683,Is_related_to
Gene,ARHGAP5-AS1,Disease,H00131,Is_related_to
Gene,C16orf92,Disease,H00281,Is_related_to
Gene,ARHGAP5-AS1,Disease,Orphanet:1052,Is_related_to
Gene,AIRE,Disease,MONDO:0054782,Is_related_to
Gene,BASP1,Disease,Orphanet:306588,Is_related_to
Gene,CYP11B2,Disease,Orphanet:90636,Is_related_to
Gene,C5orf56,Disease,H01034,Is_related_to
Gene,BMP1,Disease,H00123,Is_related_to
Gene,CELF6,Disease,Orphanet:84064,Is_related_to
Gene,BOK,Disease,H00507,Is_related_to
Gene,ECSCR,Disease,H00775,Is_related_to
Gene,CPNE6,Disease,Orphanet:139518,Is_related_to
Gene,COL12A1,Disease,H00123,Is_related_to
Gene,CHRNA6,Disease,H00507,Is_related_to
Gene,COQ8B,Disease,H02284,Is_related_to
Gene,ASAP1,Disease,EFO:1000938,Is_related_to
Gene,CYP4A22,Disease,H01400,Is_related_to
Gene,DCLRE1B,Disease,H00773,Is_related_to
Gene,C1orf105,Disease,Orphanet:443098,Is_related_to
Gene,DUX4L9,Disease,Orphanet:168549,Is_related_to
Gene,C1QTNF2,Disease,H00265,Is_related_to
Gene,AQP1,Disease,Orphanet:3219,Is_related_to
Gene,AMY2B,Disease,H01034,Is_related_to
Gene,DNAJB6,Disease,Orphanet:163961,Is_related_to
Gene,ASAP2,Disease,H00773,Is_related_to
Gene,EEF1AKMT3,Disease,EFO:0002506,Is_related_to
Gene,ACBD4,Disease,MONDO:0014741,Is_related_to
Gene,APOC4,Disease,H00181,Is_related_to
Gene,CLEC5A,Disease,H00700,Is_related_to
Gene,CLN6,Disease,H02043,Is_related_to
Gene,BRAP,Disease,H02256,Is_related_to
Gene,CHRD,Disease,Orphanet:263508,Is_related_to
Gene,AK3,Disease,H01028,Is_related_to
Gene,DUX4L9,Disease,Orphanet:139518,Is_related_to
Gene,AGPAT2,Disease,H02232,Is_related_to
Gene,ACSS2,Disease,H02119,Is_related_to
Gene,EDF1,Disease,H02008,Is_related_to
Gene,COPA,Disease,Orphanet:1143,Is_related_to
Gene,CREB3L4,Disease,H02109,Is_related_to
Gene,BRAP,Disease,Orphanet:314381,Is_related_to
Gene,DEFB4A,Disease,MONDO:0007806,Is_related_to
Gene,ASAP1,Disease,H01227,Is_related_to
Gene,CCL26,Disease,Orphanet:79095,Is_related_to
Gene,BOK,Disease,H00751,Is_related_to
Gene,CREBRF,Disease,H00882,Is_related_to
Gene,ACOT8,Disease,H02092,Is_related_to
Gene,CCL26,Disease,H02232,Is_related_to
Gene,AK3,Disease,Orphanet:1072,Is_related_to
Gene,C4orf46,Disease,MONDO:0007631,Is_related_to
Gene,ANKS6,Disease,Orphanet:97234,Is_related_to
Gene,C17orf78,Disease,H00759,Is_related_to
Gene,CREBRF,Disease,H00947,Is_related_to
Gene,AK3,Disease,Orphanet:3329,Is_related_to
Gene,BRAP,Disease,Orphanet:86820,Is_related_to
Gene,CPO,Disease,H00899,Is_related_to
Gene,CIB3,Disease,Orphanet:90636,Is_related_to
Gene,B4GALT5,Disease,Orphanet:163961,Is_related_to
Gene,DEFA5,Disease,H00813,Is_related_to
Gene,DTWD1,Disease,Orphanet:247827,Is_related_to
Gene,AMY1A,Disease,H01307,Is_related_to
Gene,ASAP2,Disease,Orphanet:124,Is_related_to
Gene,CLU,Disease,H00606,Is_related_to
Gene,COQ8B,Disease,H00467,Is_related_to
Gene,C2orf83,Disease,MONDO:0060724,Is_related_to
Gene,CDC37L1,Disease,EFO:0004922,Is_related_to
Gene,C17orf78,Disease,Orphanet:141258,Is_related_to
Gene,APOL4,Disease,MONDO:0054782,Is_related_to
Gene,BRWD3,Disease,Orphanet:314381,Is_related_to
Gene,CKAP4,Disease,MONDO:0012590,Is_related_to
Gene,BIRC6,Disease,EFO:0004922,Is_related_to
Gene,CAMK1,Disease,H01028,Is_related_to
Gene,BBS5,Disease,MONDO:0000904,Is_related_to
Gene,CCL20,Disease,Orphanet:84064,Is_related_to
Gene,AKT1S1,Disease,H01973,Is_related_to
Gene,EEF1AKMT3,Disease,H00599,Is_related_to
Gene,CELA2A,Disease,Orphanet:163961,Is_related_to
Gene,CHAF1B,Disease,H00467,Is_related_to
Gene,CMTR2,Disease,Orphanet:65743,Is_related_to
Gene,AS3MT,Disease,H01390,Is_related_to
Gene,DKC1,Disease,H00070,Is_related_to
Gene,ACOT8,Disease,H00071,Is_related_to
Gene,CYP4Z2P,Disease,H00073,Is_related_to
Gene,C1R,Disease,H00286,Is_related_to
Gene,ADA2,Disease,H02117,Is_related_to
Gene,DERL2,Disease,Orphanet:99936,Is_related_to
Gene,C17orf102,Disease,H02044,Is_related_to
Gene,AKT1S1,Disease,MONDO:0060533,Is_related_to
Gene,ATG5,Disease,Orphanet:1201,Is_related_to
Gene,EFNA4,Disease,MONDO:0054782,Is_related_to
Gene,CIRBP,Disease,EFO:1001142,Is_related_to
Gene,DCDC2,Disease,H00606,Is_related_to
Gene,CPO,Disease,H02119,Is_related_to
Gene,CDC20,Disease,H01253,Is_related_to
Gene,EEF1AKMT3,Disease,H02232,Is_related_to
Gene,CYP4Z2P,Disease,H01283,Is_related_to
Gene,COX5A,Disease,H02138,Is_related_to
Gene,C1QTNF2,Disease,MONDO:0060533,Is_related_to
Gene,CDCA3,Disease,H00882,Is_related_to
Gene,CKMT2,Disease,H01195,Is_related_to
Gene,APOC4,Disease,MONDO:0018559,Is_related_to
Gene,ASGR2,Disease,MONDO:0007806,Is_related_to
Gene,DYNLL1,Disease,H01182,Is_related_to
Gene,AMMECR1,Disease,H00540,Is_related_to
Gene,C1orf53,Disease,MONDO:0060533,Is_related_to
Gene,C16orf97,Disease,Orphanet:101112,Is_related_to
Gene,ARFGAP3,Disease,H00882,Is_related_to
Gene,DNAH17,Disease,Orphanet:79091,Is_related_to
Gene,C1orf100,Disease,H00073,Is_related_to
Gene,DTWD2,Disease,Orphanet:573,Is_related_to
Gene,CKMT2,Disease,Orphanet:3219,Is_related_to
Gene,CCDC28A,Disease,Orphanet:90636,Is_related_to
Gene,B3GNT3,Disease,H01309,Is_related_to
Gene,CYB5B,Disease,H00071,Is_related_to
Gene,DUSP13,Disease,H00912,Is_related_to
Gene,AK2,Disease,Orphanet:168549,Is_related_to
Gene,ARHGEF19,Disease,Orphanet:79408,Is_related_to
Gene,CYP4Z2P,Disease,H02138,Is_related_to
Gene,ADCY2,Disease,MONDO:0007806,Is_related_to
Gene,CLDN34,Disease,Orphanet:3329,Is_related_to
Gene,AZGP1,Disease,Orphanet:251383,Is_related_to
Gene,DEFB4A,Disease,H00265,Is_related_to
Gene,C1orf100,Disease,H00409,Is_related_to
Gene,CLEC11A,Disease,Orphanet:786,Is_related_to
Gene,DNAH17,Disease,H00281,Is_related_to
Gene,AMY1A,Disease,H00263,Is_related_to
Gene,BIRC6,Disease,H02389,Is_related_to
Gene,CDA,Disease,Orphanet:573,Is_related_to
Gene,AKR7A3,Disease,H00071,Is_related_to
Gene,COL2A1,Disease,H02092,Is_related_to
Gene,CSRNP3,Disease,H01821,Is_related_to
Gene,C17orf78,Disease,Orphanet:99807,Is_related_to
Gene,DTWD1,Disease,Orphanet:97234,Is_related_to
Gene,BOK,Disease,H00681,Is_related_to
Gene,BABAM2,Disease,Orphanet:86820,Is_related_to
Gene,BTBD7,Disease,H00420,Is_related_to
Gene,CYSTM1,Disease,H02117,Is_related_to
Gene,CCL26,Disease,Orphanet:79408,Is_related_to
Gene,BRSK2,Disease,Orphanet:319552,Is_related_to
Gene,ARL16,Disease,Orphanet:247827,Is_related_to
Gene,CAD,Disease,MONDO:0007631,Is_related_to
Gene,AZGP1,Disease,H00251,Is_related_to
Gene,C16orf97,Disease,H01523,Is_related_to
Gene,C1QTNF2,Disease,H02344,Is_related_to
Gene,ADA2,Disease,H00813,Is_related_to
Gene,ARAP1,Disease,EFO:1001142,Is_related_to
Gene,CYP4A22,Disease,H02389,Is_related_to
Gene,ATP5MD,Disease,Orphanet:90636,Is_related_to
Gene,CUL1,Disease,H00125,Is_related_to
Gene,ABRACL,Disease,H00912,Is_related_to
