Source Type,Source ID,Target Type,Target ID,Label
Gene,B3GLCT,Pathway,hsa04020,Is_Member_Of
Gene,CLEC5A,Pathway,R-RNO-205017,Is_Member_Of
Gene,C17orf78,Pathway,hsa04010,Is_Member_Of
Gene,CFAP58,Pathway,R-HSA-9694614,Is_Member_Of
Gene,DPT,Pathway,R-HSA-5578998,Is_Member_Of
Gene,ATP6V1G1,Pathway,R-HSA-205017,Is_Member_Of
Gene,CCDC177,Pathway,R-BTA-71403,Is_Member_Of
Gene,CDC42EP4,Pathway,R-HSA-163680,Is_Member_Of
Gene,C5orf56,Pathway,R-MMU-1296061,Is_Member_Of
Gene,C4orf54,Pathway,R-HSA-381183,Is_Member_Of
Gene,CHRD,Pathway,hsa04024,Is_Member_Of
Gene,DYM,Pathway,hsa04610,Is_Member_Of
Gene,DPM1,Disease,H00263,Is_related_to
Gene,CTCFL,Disease,Orphanet:1072,Is_related_to
Gene,ATG5,Disease,EFO:1000938,Is_related_to
Gene,AMY1A,Disease,H00759,Is_related_to
Gene,DLAT,Disease,H00775,Is_related_to
Gene,CYC1,Disease,EFO:1001142,Is_related_to
Gene,DDI2,Disease,Orphanet:2268,Is_related_to
Gene,CYB5R3,Disease,Orphanet:247827,Is_related_to
Gene,AZGP1,Disease,Orphanet:137625,Is_related_to
Gene,ACOT1,Disease,MONDO:0019588,Is_related_to
Gene,DRD3,Disease,H00700,Is_related_to
Gene,C9orf57,Disease,Orphanet:1596,Is_related_to
Gene,AMY1A,Disease,H00838,Is_related_to
Gene,CIB3,Disease,H00701,Is_related_to
Gene,CYP4B1,Disease,MONDO:0012057,Is_related_to
Gene,AKR7A3,Disease,H00838,Is_related_to
Gene,CUL1,Disease,Orphanet:319552,Is_related_to
Gene,B3GLCT,Disease,H02284,Is_related_to
Gene,DISP2,Disease,Orphanet:79346,Is_related_to
Gene,BAGE3,Disease,H01671,Is_related_to
Gene,CUL1,Disease,Orphanet:167,Is_related_to
Gene,CYSTM1,Disease,H00197,Is_related_to
Gene,EBPL,Disease,H00839,Is_related_to
Gene,ALG1,Disease,Orphanet:34526,Is_related_to
Gene,CLEC20A,Disease,Orphanet:1973,Is_related_to
Gene,CGB1,Disease,MONDO:0012590,Is_related_to
Gene,BOK,Disease,Orphanet:2353,Is_related_to
Gene,BIRC6,Disease,MONDO:0012590,Is_related_to
Gene,CFDP1,Disease,H00070,Is_related_to
Gene,COPA,Disease,Orphanet:329314,Is_related_to
Gene,CHIC2,Disease,H02092,Is_related_to
Gene,ATG5,Disease,Orphanet:228179,Is_related_to
Gene,AKT1S1,Disease,H01740,Is_related_to
Gene,B4GALT3,Disease,Orphanet:307766,Is_related_to
Gene,CCL3L1,Disease,H00582,Is_related_to
Gene,COPA,Disease,Orphanet:2662,Is_related_to
Gene,CPNE6,Disease,H00751,Is_related_to
Gene,ANKDD1B,Disease,H01307,Is_related_to
Gene,AQP1,Disease,H00932,Is_related_to
Gene,CCSER1,Disease,Orphanet:79346,Is_related_to
Gene,CKMT2,Disease,Orphanet:1143,Is_related_to
Gene,CHGA,Disease,Orphanet:86820,Is_related_to
Gene,ATG5,Disease,Orphanet:1143,Is_related_to
Gene,CFAP20,Disease,H01177,Is_related_to
Gene,CYP4Z2P,Disease,H00530,Is_related_to
Gene,APOC4,Disease,H00131,Is_related_to
Gene,CBLN2,Disease,H01193,Is_related_to
Gene,ACBD4,Disease,Orphanet:324713,Is_related_to
Gene,BLCAP,Disease,H02106,Is_related_to
Gene,B4GALT3,Disease,MONDO:0018559,Is_related_to
Gene,AMOT,Disease,Orphanet:1143,Is_related_to
Gene,CLDND2,Disease,Orphanet:163721,Is_related_to
Gene,CCDC181,Disease,H00073,Is_related_to
Gene,AMOT,Disease,H01390,Is_related_to
Gene,CCDC137,Disease,H01253,Is_related_to
Gene,C1QTNF12,Disease,H01195,Is_related_to
Gene,CLEC16A,Disease,Orphanet:572,Is_related_to
Gene,EDF1,Disease,Orphanet:1839,Is_related_to
Gene,CDX1,Disease,Orphanet:90794,Is_related_to
Gene,COL6A1,Disease,Orphanet:163721,Is_related_to
Gene,COL11A2,Disease,Orphanet:97234,Is_related_to
Gene,APELA,Disease,Orphanet:443098,Is_related_to
Gene,DYNLL1,Disease,H00773,Is_related_to
Gene,AKR7A3,Disease,H02138,Is_related_to
Gene,CCL27,Disease,Orphanet:247827,Is_related_to
Gene,CCNE2,Disease,H01034,Is_related_to
Gene,AKT1S1,Disease,EFO:0003105,Is_related_to
Gene,CIB3,Disease,EFO:0003113,Is_related_to
Gene,ADCY6,Disease,Orphanet:1973,Is_related_to
Gene,ATAD3B,Disease,Orphanet:124,Is_related_to
Gene,C1QTNF12,Disease,H02008,Is_related_to
Gene,DTWD1,Disease,H01821,Is_related_to
Gene,ACTN4,Disease,H01034,Is_related_to
Gene,DEPDC1B,Disease,Orphanet:99,Is_related_to
Gene,EFCAB5,Disease,H02037,Is_related_to
Gene,CRYAA,Disease,Orphanet:254892,Is_related_to
Gene,CDC37L1,Disease,H00197,Is_related_to
Gene,BTBD7,Disease,Orphanet:79091,Is_related_to
Gene,CASS4,Disease,H01193,Is_related_to
Gene,DCAF4,Disease,H00896,Is_related_to
Gene,CCDC137,Disease,Orphanet:3261,Is_related_to
Gene,APOA5,Disease,H00912,Is_related_to
Gene,BABAM2,Disease,MONDO:0009305,Is_related_to
Gene,DNAH17,Disease,H01307,Is_related_to
Gene,BTBD9,Disease,H02109,Is_related_to
Gene,C1QTNF7,Disease,Orphanet:31043,Is_related_to
Gene,CYP8B1,Disease,H02008,Is_related_to
Gene,C20orf141,Disease,H00759,Is_related_to
Gene,CCSER1,Disease,Orphanet:101112,Is_related_to
Gene,CLEC11A,Disease,H01283,Is_related_to
Gene,ATP5MD,Disease,H00070,Is_related_to
Gene,DCLRE1B,Disease,Orphanet:2268,Is_related_to
Gene,ASGR2,Disease,H02284,Is_related_to
Gene,DENND2A,Disease,Orphanet:247,Is_related_to
Gene,ACTN4,Disease,Orphanet:163665,Is_related_to
Gene,BBS5,Disease,H00574,Is_related_to
Gene,DPPA4,Disease,H01973,Is_related_to
Gene,CYP4A22,Disease,H01821,Is_related_to
Gene,ABHD12B,Disease,EFO:1001496,Is_related_to
Gene,DAAM1,Disease,H00892,Is_related_to
Gene,BMP1,Disease,H00838,Is_related_to
Gene,ACOT2,Disease,Orphanet:251383,Is_related_to
Gene,ALX4,Disease,H01250,Is_related_to
Gene,CTSS,Disease,H02106,Is_related_to
Gene,AZIN2,Disease,H01250,Is_related_to
Gene,C1orf100,Disease,H02037,Is_related_to
Gene,ADH4,Disease,H01973,Is_related_to
Gene,COL27A1,Disease,MONDO:0060533,Is_related_to
Gene,ALG10,Disease,MONDO:0012590,Is_related_to
Gene,BLCAP,Disease,H00775,Is_related_to
Gene,CDC20,Disease,H02330,Is_related_to
Gene,CDC37L1,Disease,Orphanet:654,Is_related_to
Gene,CHRD,Disease,H00517,Is_related_to
Gene,ATP8B1,Disease,H00896,Is_related_to
Gene,DCAF11,Disease,H00892,Is_related_to
Gene,CCSER1,Disease,H00773,Is_related_to
Gene,CTDSPL,Disease,Orphanet:84064,Is_related_to
Gene,CAMK1,Disease,H01821,Is_related_to
Gene,CEP70,Disease,Orphanet:1253,Is_related_to
Gene,ECD,Disease,Orphanet:97234,Is_related_to
Gene,DDI2,Disease,MONDO:0012586,Is_related_to
Gene,CCDC28A,Disease,Orphanet:228179,Is_related_to
Gene,C9orf57,Disease,H01309,Is_related_to
Gene,COQ8B,Disease,H02044,Is_related_to
Gene,ACTL6B,Disease,H00071,Is_related_to
Gene,BOK,Disease,H00540,Is_related_to
Gene,CST8,Disease,H00375,Is_related_to
Gene,ARHGAP5-AS1,Disease,Orphanet:34526,Is_related_to
Gene,APELA,Disease,Orphanet:1052,Is_related_to
Gene,BORCS5,Disease,Orphanet:79095,Is_related_to
Gene,DCAF11,Disease,MONDO:0007806,Is_related_to
Gene,COPS7B,Disease,Orphanet:163717,Is_related_to
Gene,CLEC11A,Disease,H00882,Is_related_to
Gene,DTD1,Disease,Orphanet:167,Is_related_to
Gene,CYP4B1,Disease,EFO:0010658,Is_related_to
Gene,C17orf78,Disease,H02106,Is_related_to
Gene,COG2,Disease,H00896,Is_related_to
Gene,CDC42EP4,Disease,H01287,Is_related_to
Gene,C8orf49,Disease,H00700,Is_related_to
Gene,ARPC2,Disease,Orphanet:329314,Is_related_to
Gene,APOA5,Disease,H02092,Is_related_to
Gene,EDF1,Disease,Orphanet:2662,Is_related_to
Gene,CCDC71,Disease,H02043,Is_related_to
Gene,ALX4,Disease,H00804,Is_related_to
Gene,DISP2,Disease,H01307,Is_related_to
Gene,ADCY6,Disease,H00813,Is_related_to
Gene,COG2,Disease,Orphanet:2353,Is_related_to
Gene,CUL1,Disease,EFO:0003113,Is_related_to
Gene,C20orf141,Disease,EFO:0003113,Is_related_to
Gene,CBLN2,Disease,MONDO:0009669,Is_related_to
Gene,CTXN2,Disease,Orphanet:84064,Is_related_to
Gene,DKC1,Disease,Orphanet:319552,Is_related_to
Gene,DANCR,Disease,Orphanet:1505,Is_related_to
Gene,ADGRG2,Disease,Orphanet:2052,Is_related_to
Gene,CCDC137,Disease,EFO:0003113,Is_related_to
Gene,ARTN,Disease,Orphanet:254892,Is_related_to
Gene,CYP4B1,Disease,Orphanet:247,Is_related_to
Gene,CYP4A22,Disease,Orphanet:163721,Is_related_to
Gene,AIRE,Disease,Orphanet:139518,Is_related_to
Gene,AMMECR1,Disease,H00064,Is_related_to
Gene,ALG10,Disease,H00666,Is_related_to
Gene,ARPC2,Disease,Orphanet:2315,Is_related_to
Gene,C2CD4D,Disease,H01193,Is_related_to
Gene,ARHGEF19,Disease,H00530,Is_related_to
Gene,ATG5,Disease,H00265,Is_related_to
Gene,B3GNT3,Disease,H00787,Is_related_to
Gene,AIRE,Disease,Orphanet:79346,Is_related_to
Gene,CSTF2T,Disease,MONDO:0009305,Is_related_to
Gene,CALHM3,Disease,H01182,Is_related_to
Gene,CCDC149,Disease,H01034,Is_related_to
Gene,BBS5,Disease,H01683,Is_related_to
Gene,COL6A1,Disease,H00375,Is_related_to
Gene,B4GALT5,Disease,Orphanet:99936,Is_related_to
Gene,ARHGAP5-AS1,Disease,Orphanet:397618,Is_related_to
Disease,H00064,Protein,Q8TE58,Is_related_to
Disease,H00838,Protein,Q6P387,Is_related_to
Disease,MONDO:0019588,Protein,Q9UFH2,Is_related_to
Disease,H00181,Protein,O43918,Is_related_to
Disease,H02370,Protein,Q9BZB8,Is_related_to
Disease,Orphanet:2662,Protein,O75027,Is_related_to
Disease,H01400,Protein,Q504U0,Is_related_to
Disease,H01973,Protein,Q9H069,Is_related_to
Disease,H00540,Protein,P04053,Is_related_to
Disease,H02370,Protein,Q5T655,Is_related_to
Disease,Orphanet:1052,Protein,P55056,Is_related_to
Disease,H01368,Protein,O43286,Is_related_to
Disease,Orphanet:2020,Protein,Q8NHS1,Is_related_to
Disease,H00251,Protein,Q14011,Is_related_to
Disease,H02109,Protein,Q9Y294,Is_related_to
Disease,Orphanet:99936,Protein,Q9UJU6,Is_related_to
Disease,MONDO:0009384,Protein,Q9P203,Is_related_to
Disease,H02232,Protein,H3BN30,Is_related_to
Disease,H00540,Protein,Q9H3Q1,Is_related_to
Disease,Orphanet:98773,Protein,Q6ZU45,Is_related_to
Disease,Orphanet:86820,Protein,O14734,Is_related_to
Disease,Orphanet:139518,Protein,P0DMC3,Is_related_to
Disease,H01283,Protein,Q66GS9,Is_related_to
Disease,H00455,Protein,Q6ZU45,Is_related_to
Disease,MONDO:0007806,Protein,Q9H0L4,Is_related_to
Disease,Orphanet:307766,Protein,P16619,Is_related_to
Disease,H02037,Protein,O95741,Is_related_to
Disease,Orphanet:573,Protein,Q19T08,Is_related_to
Disease,H00582,Protein,Q5T655,Is_related_to
Disease,H01760,Protein,O14981,Is_related_to
Disease,MONDO:0012590,Protein,Q86TX2,Is_related_to
Disease,Orphanet:307766,Protein,O43918,Is_related_to
Disease,Orphanet:84064,Protein,Q9NUB4,Is_related_to
Disease,Orphanet:2662,Protein,Q8N4C9,Is_related_to
Disease,H00466,Protein,Q96AP0,Is_related_to
Disease,Orphanet:2850,Protein,Q5T655,Is_related_to
Disease,MONDO:0007631,Protein,Q9HA90,Is_related_to
Disease,H01182,Protein,Q96A70,Is_related_to
Disease,H00838,Protein,P59910,Is_related_to
Disease,MONDO:0019588,Protein,Q9NYM9,Is_related_to
Disease,H01309,Protein,Q96P48,Is_related_to
Disease,H00787,Protein,Q99715,Is_related_to
Disease,Orphanet:247,Protein,P10645,Is_related_to
Disease,H02008,Protein,B7Z1M9,Is_related_to
Disease,H00899,Protein,P55291,Is_related_to
Disease,H00899,Protein,O14734,Is_related_to
Disease,H00932,Protein,Q9BPW4,Is_related_to
Disease,H02044,Protein,Q86XJ0,Is_related_to
Disease,Orphanet:34526,Protein,Q15762,Is_related_to
Disease,Orphanet:90636,Protein,H7C241,Is_related_to
Disease,H00775,Protein,Q8TEA8,Is_related_to
Disease,Orphanet:681,Protein,Q96BT3,Is_related_to
Disease,H01368,Protein,Q8NBA8,Is_related_to
Disease,H00681,Protein,Q8WYQ3,Is_related_to
Disease,H00892,Protein,Q07507,Is_related_to
Disease,H00932,Protein,P10645,Is_related_to
Disease,H01390,Protein,O15120,Is_related_to
Disease,EFO:0004922,Protein,Q96N68,Is_related_to
Disease,H01671,Protein,Q5T7M4,Is_related_to
Disease,H02284,Protein,Q8IZP9,Is_related_to
Disease,MONDO:0009305,Protein,O15144,Is_related_to
Disease,Orphanet:2052,Protein,Q9NX63,Is_related_to
Disease,H01376,Protein,Q9BXJ5,Is_related_to
Disease,Orphanet:1505,Protein,O15194,Is_related_to
Disease,Orphanet:2052,Protein,Q9UIJ7,Is_related_to
Disease,Orphanet:1973,Protein,Q86XS5,Is_related_to
Disease,H01762,Protein,P08319,Is_related_to
Disease,H02330,Protein,O60676,Is_related_to
Disease,H02330,Protein,Q9HA90,Is_related_to
Disease,MONDO:0007806,Protein,P25774,Is_related_to
Disease,Orphanet:90636,Protein,Q9H0L4,Is_related_to
Disease,H01177,Protein,Q9Y240,Is_related_to
Disease,MONDO:0054782,Protein,Q96PC3,Is_related_to
Disease,H00892,Protein,P0C864,Is_related_to
Disease,MONDO:0012586,Protein,P35523,Is_related_to
Disease,Orphanet:314381,Protein,O43169,Is_related_to
Disease,Orphanet:84064,Protein,Q14746,Is_related_to
Disease,H02389,Protein,P19961,Is_related_to
Disease,H00181,Protein,Q96M20,Is_related_to
Disease,Orphanet:3329,Protein,Q8N5C7,Is_related_to
Disease,Orphanet:1505,Protein,O75190,Is_related_to
Disease,H00286,Protein,O60832,Is_related_to
Disease,H01821,Protein,P08319,Is_related_to
Disease,EFO:1001496,Protein,Q13112,Is_related_to
Disease,H00892,Protein,H7C241,Is_related_to
Disease,H01034,Protein,Q15825,Is_related_to
Disease,H02256,Protein,Q9H816,Is_related_to
Disease,Orphanet:86820,Protein,Q8IWT3,Is_related_to
Disease,H00409,Protein,P33527,Is_related_to
Disease,MONDO:0012057,Protein,P19961,Is_related_to
Disease,Orphanet:573,Protein,Q8N8D9,Is_related_to
Disease,H00899,Protein,Q9Y2F9,Is_related_to
Disease,Orphanet:3219,Protein,Q4VCS5,Is_related_to
Disease,H00773,Protein,Q96GX9,Is_related_to
Disease,H01309,Protein,Q6P387,Is_related_to
Disease,H00606,Protein,Q9UKJ5,Is_related_to
Disease,MONDO:0007631,Protein,Q8N4Q1,Is_related_to
Disease,Orphanet:329314,Protein,Q5TID7,Is_related_to
Disease,H00125,Protein,P20674,Is_related_to
Disease,MONDO:0000904,Protein,Q9NQW6,Is_related_to
Disease,H01227,Protein,Q9Y4X0,Is_related_to
Disease,Orphanet:31043,Protein,O14514,Is_related_to
Disease,Orphanet:306588,Protein,A7MBM2,Is_related_to
Disease,H02179,Protein,P17540,Is_related_to
Disease,MONDO:0007564,Protein,P0C2S0,Is_related_to
Disease,H02044,Protein,P55291,Is_related_to
Disease,H00980,Protein,Q9NP61,Is_related_to
Disease,Orphanet:163665,Protein,Q9NYM9,Is_related_to
Disease,H01227,Protein,Q5T655,Is_related_to
Disease,H00466,Protein,P51636,Is_related_to
Disease,H00980,Protein,Q12834,Is_related_to
Disease,Orphanet:99000,Protein,Q9UNU6,Is_related_to
Disease,MONDO:0019588,Protein,Q9NX63,Is_related_to
Disease,H00838,Protein,P10909,Is_related_to
Disease,H00073,Protein,Q6P387,Is_related_to
Disease,EFO:1001496,Protein,O75027,Is_related_to
Disease,H01671,Protein,H3BN30,Is_related_to
Disease,Orphanet:319552,Protein,P0DP74,Is_related_to
Disease,H02043,Protein,Q9H161,Is_related_to
Disease,MONDO:0007631,Protein,Q8NHS1,Is_related_to
Disease,MONDO:0060533,Protein,Q8IWT3,Is_related_to
Disease,H02119,Protein,Q8IWT3,Is_related_to
Disease,Orphanet:681,Protein,Q8N687,Is_related_to
Disease,Orphanet:3261,Protein,Q9Y240,Is_related_to
Disease,H02043,Protein,Q9Y258,Is_related_to
Disease,Orphanet:2662,Protein,Q9UKJ5,Is_related_to
Disease,H00839,Protein,Q9NX63,Is_related_to
Disease,H00409,Protein,Q9HA90,Is_related_to
Disease,Orphanet:681,Protein,P20800,Is_related_to
Disease,Orphanet:2850,Protein,Q14011,Is_related_to
Disease,Orphanet:3261,Protein,P42830,Is_related_to
Disease,H01973,Protein,Q8NBA8,Is_related_to
Disease,H01195,Protein,Q5SVJ3,Is_related_to
Disease,H01227,Protein,Q96AZ1,Is_related_to
Disease,Orphanet:329314,Protein,Q86Y29,Is_related_to
Disease,Orphanet:1973,Protein,Q9Y294,Is_related_to
Disease,H00932,Protein,Q9NR09,Is_related_to
Disease,Orphanet:163717,Protein,Q96AP0,Is_related_to
Disease,Orphanet:139557,Protein,P13497,Is_related_to
Disease,MONDO:0009384,Protein,Q8NCG5,Is_related_to
Disease,H00455,Protein,Q9BPW4,Is_related_to
Disease,H02106,Protein,O95376,Is_related_to
Disease,H02232,Protein,O95741,Is_related_to
Disease,H02179,Protein,Q9H0L4,Is_related_to
Disease,H00701,Protein,Q9Y2Z9,Is_related_to
Disease,H02330,Protein,Q14011,Is_related_to
Disease,Orphanet:307766,Protein,Q8NHQ1,Is_related_to
Disease,H01287,Protein,Q53S99,Is_related_to
Disease,H00281,Protein,Q9NQR7,Is_related_to
Disease,H01195,Protein,Q0P5N6,Is_related_to
Disease,H01307,Protein,P47895,Is_related_to
Disease,Orphanet:84064,Protein,O95376,Is_related_to
Disease,EFO:0002506,Protein,Q96AZ1,Is_related_to
Disease,H00606,Protein,Q9BZB8,Is_related_to
Disease,EFO:0003105,Protein,Q9NXR7,Is_related_to
Disease,H02068,Protein,P13497,Is_related_to
Disease,MONDO:0018559,Protein,Q8WYN3,Is_related_to
Disease,H00265,Protein,Q8NI51,Is_related_to
Disease,Orphanet:443098,Protein,P25774,Is_related_to
Disease,H01760,Protein,P08217,Is_related_to
Disease,H02284,Protein,Q9BZB8,Is_related_to
Disease,H02138,Protein,Q6Y288,Is_related_to
Disease,Orphanet:1253,Protein,Q68D51,Is_related_to
Disease,H01182,Protein,Q14203,Is_related_to
Disease,H02344,Protein,Q7Z569,Is_related_to
Disease,Orphanet:1505,Protein,Q9H161,Is_related_to
Disease,Orphanet:314381,Protein,Q9H1C7,Is_related_to
Disease,MONDO:0000904,Protein,P20800,Is_related_to
Disease,EFO:1001142,Protein,Q01094,Is_related_to
Disease,H01253,Protein,Q9Y240,Is_related_to
Disease,H00073,Protein,O94805,Is_related_to
Disease,Orphanet:97234,Protein,Q9NQR7,Is_related_to
Disease,H00420,Protein,O00244,Is_related_to
Disease,Orphanet:79091,Protein,Q9H2X0,Is_related_to
Disease,MONDO:0019588,Protein,Q9H3Q1,Is_related_to
Drug,DB01991,Drug,DB03192,Interacts_With
Drug,DB04736,Drug,DB05868,Interacts_With
Drug,DB03256,Drug,DB06751,Interacts_With
Drug,DB00940,Drug,DB00708,Interacts_With
Drug,DB02297,Drug,DB01879,Interacts_With
Drug,DB01608,Drug,DB03562,Interacts_With
Drug,DB01608,Drug,DB00808,Interacts_With
Drug,DB04065,Drug,DB02297,Interacts_With
Drug,DB00906,Drug,DB04505,Interacts_With
Drug,DB00916,Drug,DB05253,Interacts_With
Drug,DB05868,Drug,DB03223,Interacts_With
Drug,DB05282,Drug,DB06868,Interacts_With
Drug,DB02431,Drug,DB06103,Interacts_With
Drug,DB00606,Drug,DB01432,Interacts_With
Drug,DB00528,Drug,DB02289,Interacts_With
Drug,DB03223,Drug,DB06868,Interacts_With
Drug,DB01715,Drug,DB03938,Interacts_With
Drug,DB00376,Drug,DB00544,Interacts_With
Drug,DB04898,Drug,DB03192,Interacts_With
Drug,DB04426,Drug,DB03192,Interacts_With
Drug,DB01991,Drug,DB04588,Interacts_With
Drug,DB03949,Drug,DB03062,Interacts_With
Drug,DB02297,Drug,DB04272,Interacts_With
Drug,DB00528,Drug,DB05868,Interacts_With
Drug,DB05868,Drug,DB00606,Interacts_With
Drug,DB06103,Drug,DB02165,Interacts_With
Drug,DB00954,Drug,DB03484,Interacts_With
Drug,DB03728,Drug,DB04898,Interacts_With
Drug,DB02147,Drug,DB06468,Interacts_With
Drug,DB02338,Drug,DB02165,Interacts_With
Drug,DB02147,Drug,DB04285,Interacts_With
Drug,DB04588,Drug,DB01610,Interacts_With
Drug,DB05282,Drug,DB06840,Interacts_With
Drug,DB03938,Drug,DB06840,Interacts_With
Drug,DB03693,Drug,DB02147,Interacts_With
Drug,DB02297,Drug,DB01783,Interacts_With
Drug,DB03256,Drug,DB06103,Interacts_With
Drug,DB02484,Drug,DB02338,Interacts_With
Drug,DB03053,Drug,DB00259,Interacts_With
Drug,DB04736,Drug,DB02229,Interacts_With
Drug,DB00805,Drug,DB00606,Interacts_With
Drug,DB03949,Drug,DB03053,Interacts_With
Drug,DB00954,Drug,DB03256,Interacts_With
Drug,DB03938,Drug,DB06751,Interacts_With
Drug,DB04068,Drug,DB01783,Interacts_With
Drug,DB02229,Drug,DB02228,Interacts_With
Drug,DB00805,Drug,DB03949,Interacts_With
Drug,DB05351,Drug,DB00916,Interacts_With
Drug,DB03949,Drug,DB06468,Interacts_With
Drug,DB04068,Drug,DB06451,Interacts_With
Drug,DB06451,Drug,DB03062,Interacts_With
Drug,DB04588,Drug,DB03192,Interacts_With
Drug,DB00708,Drug,DB06868,Interacts_With
Drug,DB01422,Drug,DB06103,Interacts_With
Drug,DB04648,Drug,DB02228,Interacts_With
Drug,DB04736,Drug,DB03326,Interacts_With
Drug,DB00450,Drug,DB01432,Interacts_With
Drug,DB00900,Drug,DB04285,Interacts_With
Drug,DB03015,Drug,DB00900,Interacts_With
Drug,DB00708,Drug,DB04285,Interacts_With
Drug,DB03502,Drug,DB06739,Interacts_With
Drug,DB03728,Drug,DB02338,Interacts_With
Drug,DB03966,Drug,DB02484,Interacts_With
Drug,DB03053,Drug,DB00519,Interacts_With
Drug,DB03053,Drug,DB00148,Interacts_With
Drug,DB06868,Drug,DB02484,Interacts_With
Drug,DB00805,Drug,DB05351,Interacts_With
Drug,DB03256,Drug,DB02228,Interacts_With
Drug,DB04426,Drug,DB03062,Interacts_With
Drug,DB03721,Drug,DB06090,Interacts_With
Drug,DB00954,Drug,DB01852,Interacts_With
Drug,DB00900,Drug,DB03256,Interacts_With
Drug,DB02338,Drug,DB06103,Interacts_With
Drug,DB01593,Drug,DB02895,Interacts_With
Drug,DB03284,Drug,DB03871,Interacts_With
Drug,DB03062,Protein,Q96M20,Targets
Drug,DB01783,Protein,P04745,Targets
Drug,DB03871,Protein,Q96M20,Targets
Drug,DB00805,Protein,Q12834,Targets
Drug,DB00805,Protein,Q9NY35,Targets
Drug,DB02024,Protein,P0DMC3,Targets
Drug,DB01593,Protein,Q19T08,Targets
Drug,DB05814,Protein,P08217,Targets
Drug,DB06090,Protein,A0A1W2PPF3,Targets
Drug,DB05253,Protein,O60676,Targets
Drug,DB03949,Protein,P00736,Targets
Drug,DB01929,Protein,Q5TCH4,Targets
Drug,DB05253,Protein,Q86XS5,Targets
Drug,DB01783,Protein,Q9Y4X0,Targets
Drug,DB02338,Protein,O75348,Targets
Drug,DB04736,Protein,Q96N68,Targets
Drug,DB00566,Protein,Q9BT22,Targets
Drug,DB03268,Protein,Q6P387,Targets
Drug,DB02289,Protein,Q9NQ75,Targets
Drug,DB03192,Protein,Q14746,Targets
Drug,DB03015,Protein,P02458,Targets
Drug,DB02165,Protein,O96020,Targets
Drug,DB00528,Protein,Q9GZP9,Targets
Drug,DB03192,Protein,Q14012,Targets
Drug,DB06868,Protein,Q6ZUS6,Targets
Drug,DB05868,Protein,P10515,Targets
Drug,DB04065,Protein,O75348,Targets
Drug,DB00940,Protein,Q8N5C7,Targets
Drug,DB00708,Protein,Q9UHD4,Targets
Drug,DB00682,Protein,P59910,Targets
Drug,DB01608,Protein,Q8N4C9,Targets
Drug,DB03502,Protein,P47902,Targets
Drug,DB03605,Protein,P07307,Targets
Drug,DB04065,Protein,P00736,Targets
Drug,DB00682,Protein,O00244,Targets
Drug,DB04736,Protein,Q9UHG0,Targets
Drug,DB01169,Protein,Q9H069,Targets
Drug,DB03966,Protein,O60832,Targets
Drug,DB03192,Protein,Q9HBK9,Targets
Drug,DB04024,Protein,Q9UFH2,Targets
Drug,DB04898,Protein,P15882,Targets
Drug,DB03938,Protein,Q96AZ1,Targets
Drug,DB01879,Protein,Q9NWW5,Targets
Drug,DB02165,Protein,Q8NCG5,Targets
Drug,DB03095,Protein,O60869,Targets
Drug,DB03326,Protein,O14559,Targets
Drug,DB03484,Protein,P19397,Targets
Drug,DB00528,Protein,Q66GS9,Targets
Drug,DB00566,Protein,Q8N3I7,Targets
Drug,DB02024,Protein,O94805,Targets
Drug,DB06868,Protein,Q5SVJ3,Targets
Drug,DB00795,Protein,Q13155,Targets
Drug,DB03502,Protein,P54819,Targets
Drug,DB03949,Protein,Q9UGN4,Targets
Drug,DB00148,Protein,Q15762,Targets
Drug,DB01929,Protein,P13942,Targets
Drug,DB05351,Protein,Q9Y4X3,Targets
Drug,DB00148,Protein,Q7Z569,Targets
Drug,DB03728,Protein,Q969J3,Targets
Drug,DB06451,Protein,P01133,Targets
Drug,DB00259,Protein,Q7Z5M8,Targets
Drug,DB03326,Protein,Q15825,Targets
Drug,DB02165,Protein,P0DMC3,Targets
Drug,DB03095,Protein,O95886,Targets
Drug,DB00708,Protein,P29373,Targets
Drug,DB01852,Protein,Q9BT22,Targets
Drug,DB00450,Protein,Q9ULE3,Targets
Drug,DB01610,Protein,Q14154,Targets
Drug,DB01422,Protein,Q96IT6,Targets
Drug,DB02338,Protein,P0DMC3,Targets
Drug,DB03605,Protein,Q99618,Targets
Drug,DB00795,Protein,Q5VU57,Targets
Drug,DB04024,Protein,Q9ULH1,Targets
Drug,DB03192,Protein,Q9H9Q2,Targets
Drug,DB03502,Protein,P0DMC3,Targets
Drug,DB00940,Protein,P29972,Targets
Drug,DB03871,Protein,O14734,Targets
Drug,DB03871,Protein,Q9P203,Targets
Drug,DB02484,Protein,P30411,Targets
Drug,DB03949,Protein,Q8TEY5,Targets
Drug,DB01715,Protein,O96020,Targets
Drug,DB06751,Protein,Q13112,Targets
Drug,DB02515,Protein,Q99715,Targets
Drug,DB00450,Protein,Q9H0L4,Targets
Drug,DB03268,Side Effect,BADD_A04157,Has
Drug,DB00241,Side Effect,BADD_A01315,Has
Drug,DB01610,Side Effect,BADD_A05941,Has
Drug,DB01608,Side Effect,BADD_A02123,Has
Drug,DB00514,Side Effect,BADD_A02687,Has
Drug,DB03326,Side Effect,BADD_A03670,Has
Drug,DB01178,Side Effect,BADD_A02912,Has
